Release,Perf,Quantile,Value
PyAF-1.0,L1,0,0.0
PyAF-1.0,L1,10,0.2497
PyAF-1.0,L1,20,0.45
PyAF-1.0,L1,30,0.724
PyAF-1.0,L1,40,1.2202
PyAF-1.0,L1,50,2.0224
PyAF-1.0,L1,60,3.7609
PyAF-1.0,L1,70,9.1252
PyAF-1.0,L1,80,29.8515
PyAF-1.0,L1,90,154.3425
PyAF-1.0,L1,100,16210.0544
PyAF-1.0,L2,0,0.0
PyAF-1.0,L2,10,0.2888
PyAF-1.0,L2,20,0.5366
PyAF-1.0,L2,30,0.8533
PyAF-1.0,L2,40,1.4042
PyAF-1.0,L2,50,2.3936
PyAF-1.0,L2,60,4.3927
PyAF-1.0,L2,70,11.322
PyAF-1.0,L2,80,34.2935
PyAF-1.0,L2,90,180.8579
PyAF-1.0,L2,100,19611.6608
PyAF-1.0,MAPE,0,0.0
PyAF-1.0,MAPE,10,0.0056
PyAF-1.0,MAPE,20,0.0112
PyAF-1.0,MAPE,30,0.0186
PyAF-1.0,MAPE,40,0.0272
PyAF-1.0,MAPE,50,0.0412
PyAF-1.0,MAPE,60,0.0593
PyAF-1.0,MAPE,70,0.0863
PyAF-1.0,MAPE,80,0.1333
PyAF-1.0,MAPE,90,0.2372
PyAF-1.0,MAPE,100,151566558803.3739
PyAF-1.0,SMAPE,0,0.0
PyAF-1.0,SMAPE,10,0.0056
PyAF-1.0,SMAPE,20,0.0111
PyAF-1.0,SMAPE,30,0.0183
PyAF-1.0,SMAPE,40,0.027
PyAF-1.0,SMAPE,50,0.0408
PyAF-1.0,SMAPE,60,0.0588
PyAF-1.0,SMAPE,70,0.085
PyAF-1.0,SMAPE,80,0.1335
PyAF-1.0,SMAPE,90,0.2398
PyAF-1.0,SMAPE,100,2.0
PyAF-1.0,TrainingTime,0,2.57
PyAF-1.0,TrainingTime,10,3.849
PyAF-1.0,TrainingTime,20,4.3
PyAF-1.0,TrainingTime,30,4.55
PyAF-1.0,TrainingTime,40,4.796
PyAF-1.0,TrainingTime,50,5.04
PyAF-1.0,TrainingTime,60,5.2
PyAF-1.0,TrainingTime,70,5.41
PyAF-1.0,TrainingTime,80,5.61
PyAF-1.0,TrainingTime,90,5.92
PyAF-1.0,TrainingTime,100,7.37
PyAF-2.0,L1,0,0.0
PyAF-2.0,L1,10,0.2497
PyAF-2.0,L1,20,0.45
PyAF-2.0,L1,30,0.724
PyAF-2.0,L1,40,1.2202
PyAF-2.0,L1,50,2.0224
PyAF-2.0,L1,60,3.7609
PyAF-2.0,L1,70,9.1252
PyAF-2.0,L1,80,29.8515
PyAF-2.0,L1,90,154.3425
PyAF-2.0,L1,100,16210.0544
PyAF-2.0,L2,0,0.0
PyAF-2.0,L2,10,0.2888
PyAF-2.0,L2,20,0.5366
PyAF-2.0,L2,30,0.8533
PyAF-2.0,L2,40,1.4042
PyAF-2.0,L2,50,2.3936
PyAF-2.0,L2,60,4.3927
PyAF-2.0,L2,70,11.322
PyAF-2.0,L2,80,34.2935
PyAF-2.0,L2,90,180.8579
PyAF-2.0,L2,100,19611.6608
PyAF-2.0,MAPE,0,0.0
PyAF-2.0,MAPE,10,0.0056
