Release,Perf,Quantile,Value
PyAF-1.0,L1,0,8.3003
PyAF-1.0,L1,10,168.6997
PyAF-1.0,L1,20,330.1636
PyAF-1.0,L1,30,473.2465
PyAF-1.0,L1,40,630.1818
PyAF-1.0,L1,50,822.9637
PyAF-1.0,L1,60,1125.1798
PyAF-1.0,L1,70,1550.855
PyAF-1.0,L1,80,2205.1471
PyAF-1.0,L1,90,3763.6852
PyAF-1.0,L1,100,57089179127.0698
PyAF-1.0,L2,0,9.5376
PyAF-1.0,L2,10,203.0891
PyAF-1.0,L2,20,375.2342
PyAF-1.0,L2,30,557.2217
PyAF-1.0,L2,40,722.0499
PyAF-1.0,L2,50,923.8699
PyAF-1.0,L2,60,1321.1802
PyAF-1.0,L2,70,1834.919
PyAF-1.0,L2,80,2508.7361
PyAF-1.0,L2,90,4304.8918
PyAF-1.0,L2,100,80470085337.2484
PyAF-1.0,MAPE,0,0.0027
PyAF-1.0,MAPE,10,0.0307
PyAF-1.0,MAPE,20,0.0553
PyAF-1.0,MAPE,30,0.0776
PyAF-1.0,MAPE,40,0.1111
PyAF-1.0,MAPE,50,0.1462
PyAF-1.0,MAPE,60,0.1992
PyAF-1.0,MAPE,70,0.2865
PyAF-1.0,MAPE,80,0.4195
PyAF-1.0,MAPE,90,0.6882
PyAF-1.0,MAPE,100,36718223.4453
PyAF-1.0,SMAPE,0,0.0027
PyAF-1.0,SMAPE,10,0.0304
PyAF-1.0,SMAPE,20,0.0555
PyAF-1.0,SMAPE,30,0.0776
PyAF-1.0,SMAPE,40,0.1105
PyAF-1.0,SMAPE,50,0.1413
PyAF-1.0,SMAPE,60,0.2021
PyAF-1.0,SMAPE,70,0.2739
PyAF-1.0,SMAPE,80,0.3753
PyAF-1.0,SMAPE,90,0.6156
PyAF-1.0,SMAPE,100,2.0
PyAF-1.0,TrainingTime,0,3.1
PyAF-1.0,TrainingTime,10,3.58
PyAF-1.0,TrainingTime,20,3.81
PyAF-1.0,TrainingTime,30,3.99
PyAF-1.0,TrainingTime,40,4.17
PyAF-1.0,TrainingTime,50,4.32
PyAF-1.0,TrainingTime,60,4.49
PyAF-1.0,TrainingTime,70,4.658
PyAF-1.0,TrainingTime,80,4.812
PyAF-1.0,TrainingTime,90,4.996
PyAF-1.0,TrainingTime,100,5.65
PyAF-2.0,L1,0,8.3003
PyAF-2.0,L1,10,168.6997
PyAF-2.0,L1,20,330.1636
PyAF-2.0,L1,30,473.2465
PyAF-2.0,L1,40,630.1818
PyAF-2.0,L1,50,822.9637
PyAF-2.0,L1,60,1125.1798
PyAF-2.0,L1,70,1550.855
PyAF-2.0,L1,80,2205.1471
PyAF-2.0,L1,90,3763.6852
PyAF-2.0,L1,100,57089179127.0698
PyAF-2.0,L2,0,9.5376
PyAF-2.0,L2,10,203.0891
PyAF-2.0,L2,20,375.2342
PyAF-2.0,L2,30,557.2217
PyAF-2.0,L2,40,722.0499
PyAF-2.0,L2,50,923.8699
PyAF-2.0,L2,60,1321.1802
PyAF-2.0,L2,70,1834.919
PyAF-2.0,L2,80,2508.7361
PyAF-2.0,L2,90,4304.8918
PyAF-2.0,L2,100,80470085337.2484
PyAF-2.0,MAPE,0,0.0027
PyAF-2.0,MAPE,10,0.0307
PyAF-2.0,MAPE,20,0.0553
PyAF-2.0,MAPE,30,0.0776
PyAF-2.0,MAPE,40,0.1111
PyAF-2.0,MAPE,50,0.1462
PyAF-2.0,MAPE,60,0.1992
