Release,Perf,Quantile,Value
PyAF-1.0,L1,0,0.4
PyAF-1.0,L1,10,2.0051
PyAF-1.0,L1,20,3.0309
PyAF-1.0,L1,30,3.8857
PyAF-1.0,L1,40,5.3303
PyAF-1.0,L1,50,6.4277
PyAF-1.0,L1,60,7.6272
PyAF-1.0,L1,70,9.1808
PyAF-1.0,L1,80,11.9105
PyAF-1.0,L1,90,17.1978
PyAF-1.0,L1,100,104.6384
PyAF-1.0,L2,0,0.5742
PyAF-1.0,L2,10,2.5625
PyAF-1.0,L2,20,3.7849
PyAF-1.0,L2,30,4.8221
PyAF-1.0,L2,40,6.4818
PyAF-1.0,L2,50,7.8933
PyAF-1.0,L2,60,9.096
PyAF-1.0,L2,70,11.1478
PyAF-1.0,L2,80,14.2897
PyAF-1.0,L2,90,19.6883
PyAF-1.0,L2,100,124.3265
PyAF-1.0,MAPE,0,0.0009
PyAF-1.0,MAPE,10,0.0067
PyAF-1.0,MAPE,20,0.054
PyAF-1.0,MAPE,30,0.1264
PyAF-1.0,MAPE,40,0.2024
PyAF-1.0,MAPE,50,0.3663
PyAF-1.0,MAPE,60,0.6308
PyAF-1.0,MAPE,70,0.9143
PyAF-1.0,MAPE,80,1.0
PyAF-1.0,MAPE,90,1.6848
PyAF-1.0,MAPE,100,45668147746.5899
PyAF-1.0,SMAPE,0,0.0009
PyAF-1.0,SMAPE,10,0.0067
PyAF-1.0,SMAPE,20,0.0555
PyAF-1.0,SMAPE,30,0.125
PyAF-1.0,SMAPE,40,0.1931
PyAF-1.0,SMAPE,50,0.3089
PyAF-1.0,SMAPE,60,0.4726
PyAF-1.0,SMAPE,70,0.8438
PyAF-1.0,SMAPE,80,1.7143
PyAF-1.0,SMAPE,90,2.0
PyAF-1.0,SMAPE,100,2.0
PyAF-1.0,TrainingTime,0,4.32
PyAF-1.0,TrainingTime,10,8.27
PyAF-1.0,TrainingTime,20,8.938
PyAF-1.0,TrainingTime,30,9.5
PyAF-1.0,TrainingTime,40,9.95
PyAF-1.0,TrainingTime,50,10.35
PyAF-1.0,TrainingTime,60,10.72
PyAF-1.0,TrainingTime,70,11.113
PyAF-1.0,TrainingTime,80,11.602
PyAF-1.0,TrainingTime,90,12.292
PyAF-1.0,TrainingTime,100,18.55
PyAF-2.0,L1,0,0.4
PyAF-2.0,L1,10,2.0051
PyAF-2.0,L1,20,3.0309
PyAF-2.0,L1,30,3.8857
PyAF-2.0,L1,40,5.3303
PyAF-2.0,L1,50,6.4277
PyAF-2.0,L1,60,7.6272
PyAF-2.0,L1,70,9.1808
PyAF-2.0,L1,80,11.9105
PyAF-2.0,L1,90,17.1978
PyAF-2.0,L1,100,104.6384
PyAF-2.0,L2,0,0.5742
PyAF-2.0,L2,10,2.5625
PyAF-2.0,L2,20,3.7849
PyAF-2.0,L2,30,4.8221
PyAF-2.0,L2,40,6.4818
PyAF-2.0,L2,50,7.8933
PyAF-2.0,L2,60,9.096
PyAF-2.0,L2,70,11.1478
PyAF-2.0,L2,80,14.2897
PyAF-2.0,L2,90,19.6883
PyAF-2.0,L2,100,124.3265
PyAF-2.0,MAPE,0,0.0009
PyAF-2.0,MAPE,10,0.0067
PyAF-2.0,MAPE,20,0.054
PyAF-2.0,MAPE,30,0.1264
PyAF-2.0,MAPE,40,0.2024
PyAF-2.0,MAPE,50,0.3663
PyAF-2.0,MAPE,60,0.6308
PyAF-2.0,MAPE,70,0.9143
PyAF-2.0,MAPE,80,1.0
PyAF-2.0,MAPE,90,1.6848
PyAF-2.0,MAPE,100,45668147746.5899
PyAF-2.0,SMAPE,0,0.0009
PyAF-2.0,SMAPE,10,0.0067
PyAF-2.0,SMAPE,20,0.0555
PyAF-2.0,SMAPE,30,0.125
PyAF-2.0,SMAPE,40,0.1931
PyAF-2.0,SMAPE,50,0.3089
PyAF-2.0,SMAPE,60,0.4726
PyAF-2.0,SMAPE,70,0.8438
PyAF-2.0,SMAPE,80,1.7143
PyAF-2.0,SMAPE,90,2.0
PyAF-2.0,SMAPE,100,2.0
PyAF-2.0,TrainingTime,0,3.98
PyAF-2.0,TrainingTime,10,7.05
PyAF-2.0,TrainingTime,20,7.97
PyAF-2.0,TrainingTime,30,8.23
PyAF-2.0,TrainingTime,40,8.356
PyAF-2.0,TrainingTime,50,8.48
PyAF-2.0,TrainingTime,60,8.61
PyAF-2.0,TrainingTime,70,8.78
PyAF-2.0,TrainingTime,80,8.97
PyAF-2.0,TrainingTime,90,9.351
PyAF-2.0,TrainingTime,100,13.48
PyAF-3.0,L1,0,0.4
PyAF-3.0,L1,10,2.0051
PyAF-3.0,L1,20,3.0309
PyAF-3.0,L1,30,3.8857
PyAF-3.0,L1,40,5.3303
PyAF-3.0,L1,50,6.4277
PyAF-3.0,L1,60,7.6272
PyAF-3.0,L1,70,9.1808
PyAF-3.0,L1,80,11.9105
PyAF-3.0,L1,90,17.1978
PyAF-3.0,L1,100,104.6384
PyAF-3.0,L2,0,0.5742
PyAF-3.0,L2,10,2.5625
PyAF-3.0,L2,20,3.7849
PyAF-3.0,L2,30,4.8221
PyAF-3.0,L2,40,6.4818
PyAF-3.0,L2,50,7.8933
PyAF-3.0,L2,60,9.096
PyAF-3.0,L2,70,11.1478
PyAF-3.0,L2,80,14.2897
PyAF-3.0,L2,90,19.6883
PyAF-3.0,L2,100,124.3265
PyAF-3.0,MAPE,0,0.0009
PyAF-3.0,MAPE,10,0.0067
PyAF-3.0,MAPE,20,0.054
PyAF-3.0,MAPE,30,0.1264
PyAF-3.0,MAPE,40,0.2024
PyAF-3.0,MAPE,50,0.3663
PyAF-3.0,MAPE,60,0.6308
PyAF-3.0,MAPE,70,0.9143
PyAF-3.0,MAPE,80,1.0
PyAF-3.0,MAPE,90,1.6848
PyAF-3.0,MAPE,100,45668147746.5899
PyAF-3.0,SMAPE,0,0.0009
PyAF-3.0,SMAPE,10,0.0067
PyAF-3.0,SMAPE,20,0.0555
PyAF-3.0,SMAPE,30,0.125
PyAF-3.0,SMAPE,40,0.1931
PyAF-3.0,SMAPE,50,0.3089
PyAF-3.0,SMAPE,60,0.4726
PyAF-3.0,SMAPE,70,0.8438
PyAF-3.0,SMAPE,80,1.7143
PyAF-3.0,SMAPE,90,2.0
PyAF-3.0,SMAPE,100,2.0
PyAF-3.0,TrainingTime,0,3.98
PyAF-3.0,TrainingTime,10,7.05
PyAF-3.0,TrainingTime,20,7.97
PyAF-3.0,TrainingTime,30,8.23
PyAF-3.0,TrainingTime,40,8.356
PyAF-3.0,TrainingTime,50,8.48
PyAF-3.0,TrainingTime,60,8.61
PyAF-3.0,TrainingTime,70,8.78
PyAF-3.0,TrainingTime,80,8.97
PyAF-3.0,TrainingTime,90,9.351
PyAF-3.0,TrainingTime,100,13.48
PyAF-4.0,L1,0,0.4
PyAF-4.0,L1,10,1.9714
PyAF-4.0,L1,20,2.9399
PyAF-4.0,L1,30,3.7429
PyAF-4.0,L1,40,4.9257
PyAF-4.0,L1,50,6.2062
PyAF-4.0,L1,60,7.5193
PyAF-4.0,L1,70,9.016
PyAF-4.0,L1,80,11.7883
PyAF-4.0,L1,90,17.187
PyAF-4.0,L1,100,96.3902
PyAF-4.0,L2,0,0.5742
PyAF-4.0,L2,10,2.4997
PyAF-4.0,L2,20,3.6627
PyAF-4.0,L2,30,4.6446
PyAF-4.0,L2,40,6.1025
PyAF-4.0,L2,50,7.7014
PyAF-4.0,L2,60,9.0629
